sample_time_iso,system_unix,rtc_unix,delta_seconds,status
2025-12-08T15:53:54.181940,1765189434,1765183389,6045.181940078735,OK
2025-12-08T16:43:29.066335,1765192409,1765192408,1.0663349628448486,OK
